load_mode,payload_len,acl_mode,request_count,success_count,timeout_count,mismatch_count,success_rate,avg_latency_us,p50_latency_us,p95_latency_us,throughput_mb_s,aes_request_count,sm4_request_count,aes_avg_latency_us,sm4_avg_latency_us
aes_only,64,acl_off,200,200,0,0,1.0,389975.673,389900.7,389956.4,0.000157,,,,
aes_only,64,acl_on_nonmatching,200,200,0,0,1.0,389947.012,389899.1,389941.5,0.000157,,,,
aes_only,512,acl_off,200,200,0,0,1.0,135331.463,135312.4,135368.1,0.003608,,,,
aes_only,512,acl_on_nonmatching,200,200,0,0,1.0,135297.0015,135314.2,135360.8,0.003609,,,,
aes_only,1472,acl_off,200,200,0,0,1.0,168750.61,168730.4,168772.4,0.008319,,,,
aes_only,1472,acl_on_nonmatching,200,200,0,0,1.0,168744.828,168728.9,168813.4,0.008319,,,,
sm4_only,64,acl_off,200,200,0,0,1.0,389949.157,389898.2,389957.6,0.000157,,,,
sm4_only,64,acl_on_nonmatching,200,200,0,0,1.0,389949.0095,389899.4,389941.7,0.000157,,,,
sm4_only,512,acl_off,200,200,0,0,1.0,135301.052,135311.4,135351.4,0.003609,,,,
sm4_only,512,acl_on_nonmatching,200,200,0,0,1.0,135332.469,135311.8,135363.5,0.003608,,,,
sm4_only,1472,acl_off,200,200,0,0,1.0,168750.795,168731.3,168782.0,0.008319,,,,
sm4_only,1472,acl_on_nonmatching,200,200,0,0,1.0,168750.7875,168729.3,168778.6,0.008319,,,,
mixed_alt_50_50,64,acl_off,200,200,0,0,1.0,389949.3165,389899.3,389944.5,0.000157,100,100,389886.793,390011.84
mixed_alt_50_50,64,acl_on_nonmatching,200,200,0,0,1.0,389948.7205,389898.6,389957.0,0.000157,100,100,389940.685,389956.756
mixed_alt_50_50,512,acl_off,200,200,0,0,1.0,135331.3585,135310.2,135364.5,0.003608,100,100,135293.07,135369.647
mixed_alt_50_50,512,acl_on_nonmatching,200,200,0,0,1.0,135358.21,135310.9,135383.4,0.003607,100,100,135412.182,135304.238
mixed_alt_50_50,1472,acl_off,200,200,0,0,1.0,168751.3385,168730.3,168773.4,0.008319,100,100,168715.931,168786.746
mixed_alt_50_50,1472,acl_on_nonmatching,200,200,0,0,1.0,168722.317,168730.3,168777.5,0.00832,100,100,168718.589,168726.045
